0.001000, 3930.0
0.002000, 3940.0
0.003000, 3946.0
0.004000, 3945.0
0.005000, 3951.0
0.006000, 3946.0
0.007000, 3946.0
0.008000, 3948.0
0.009000, 3739.0
0.010000, 3928.0
0.011000, 3652.0
0.012000, 3656.0
0.013000, 3806.0
0.014000, 3542.0
0.015000, 3829.0
0.016000, 3459.0
0.017000, 3567.0
0.018000, 3871.0
0.019000, 3594.0
0.020000, 3851.0
0.021000, 3505.0
0.022000, 3460.0
0.023000, 3768.0
0.024000, 3447.0
0.025000, 3647.0
0.026000, 3552.0
0.027000, 3456.0
0.028000, 3894.0
0.029000, 3670.0
0.030000, 3943.0
0.031000, 3952.0
0.032000, 3948.0
0.033000, 3952.0
0.034000, 3950.0
0.035000, 3942.0
0.036000, 3941.0
0.037000, 3670.0
0.038000, 3872.0
0.039000, 3554.0
0.040000, 3797.0
0.041000, 3944.0
0.042000, 3940.0
0.043000, 3945.0
0.044000, 3952.0
0.045000, 3946.0
0.046000, 3948.0
0.047000, 3901.0
0.048000, 3937.0
0.049000, 3928.0
0.050000, 3893.0
0.051000, 3943.0
0.052000, 3920.0
0.053000, 3933.0
0.054000, 3943.0
0.055000, 3916.0
0.056000, 3946.0
0.057000, 3934.0
0.058000, 3917.0
0.059000, 3942.0
0.060000, 3914.0
0.061000, 3937.0
0.062000, 3862.0
0.063000, 3520.0
0.064000, 3639.0
0.065000, 3371.0
0.066000, 3722.0
0.067000, 3449.0
0.068000, 3414.0
0.069000, 3764.0
0.070000, 3350.0
0.071000, 3707.0
0.072000, 3643.0
0.073000, 3541.0
0.074000, 3908.0
0.075000, 3617.0
0.076000, 3878.0
0.077000, 3926.0
0.078000, 3746.0
0.079000, 3940.0
0.080000, 3867.0
0.081000, 3919.0
0.082000, 3942.0
0.083000, 3844.0
0.084000, 3946.0
0.085000, 3946.0
0.086000, 3940.0
0.087000, 3946.0
0.088000, 3892.0
0.089000, 3935.0
0.090000, 3870.0
0.091000, 3928.0
0.092000, 3937.0
0.093000, 3645.0
0.094000, 3930.0
0.095000, 3948.0
0.096000, 3950.0
0.097000, 3954.0
0.098000, 3951.0
0.099000, 3954.0
0.100000, 3954.0
0.101000, 3952.0
0.102000, 3954.0
0.103000, 3941.0
0.104000, 3930.0
0.105000, 3942.0
0.106000, 3873.0
0.107000, 3938.0
0.108000, 3816.0
0.109000, 3854.0
0.110000, 3937.0
0.111000, 3736.0
0.112000, 3934.0
0.113000, 3830.0
0.114000, 3883.0
0.115000, 3926.0
0.116000, 3580.0
0.117000, 3789.0
0.118000, 3667.0
0.119000, 3617.0
0.120000, 3912.0
0.121000, 3570.0
0.122000, 3794.0
0.123000, 3712.0
0.124000, 3588.0
0.125000, 3921.0
0.126000, 3563.0
0.127000, 3716.0
0.128000, 3761.0
0.129000, 3543.0
0.130000, 3916.0
0.131000, 3529.0
0.132000, 3675.0
0.133000, 3856.0
0.134000, 3556.0
0.135000, 3895.0
0.136000, 3644.0
0.137000, 3660.0
0.138000, 3889.0
0.139000, 3513.0
0.140000, 3888.0
0.141000, 3802.0
0.142000, 3804.0
0.143000, 3940.0
0.144000, 3749.0
0.145000, 3890.0
0.146000, 3863.0
0.147000, 3722.0
0.148000, 3934.0
0.149000, 3724.0
0.150000, 3862.0
0.151000, 3896.0
0.152000, 3656.0
0.153000, 3927.0
0.154000, 3604.0
0.155000, 3730.0
0.156000, 3898.0
0.157000, 3630.0
0.158000, 3916.0
0.159000, 3695.0
0.160000, 3748.0
0.161000, 3948.0
0.162000, 3718.0
0.163000, 3920.0
0.164000, 3811.0
0.165000, 3757.0
0.166000, 3939.0
0.167000, 3716.0
0.168000, 3914.0
0.169000, 3918.0
0.170000, 3854.0
0.171000, 3942.0
0.172000, 3914.0
0.173000, 3918.0
0.174000, 3939.0
0.175000, 3855.0
0.176000, 3941.0
0.177000, 3814.0
0.178000, 3886.0
0.179000, 3940.0
0.180000, 3878.0
0.181000, 3936.0
0.182000, 3879.0
0.183000, 3892.0
0.184000, 3942.0
0.185000, 3874.0
0.186000, 3921.0
0.187000, 3829.0
0.188000, 3804.0
0.189000, 3940.0
0.190000, 3815.0
0.191000, 3909.0
0.192000, 3919.0
0.193000, 3772.0
0.194000, 3942.0
0.195000, 3844.0
0.196000, 3914.0
0.197000, 3939.0
0.198000, 3854.0
0.199000, 3942.0
0.200000, 3874.0
0.201000, 3918.0
0.202000, 3942.0
0.203000, 3897.0
0.204000, 3941.0
0.205000, 3921.0
0.206000, 3919.0
0.207000, 3944.0
0.208000, 3872.0
0.209000, 3937.0
0.210000, 3928.0
0.211000, 3925.0
0.212000, 3946.0
0.213000, 3926.0
0.214000, 3936.0
0.215000, 3939.0
0.216000, 3908.0
0.217000, 3936.0
0.218000, 3856.0
0.219000, 3925.0
0.220000, 3939.0
0.221000, 3833.0
0.222000, 3945.0
0.223000, 3843.0
0.224000, 3890.0
0.225000, 3942.0
0.226000, 3905.0
0.227000, 3936.0
0.228000, 3869.0
0.229000, 3900.0
0.230000, 3942.0
0.231000, 3823.0
0.232000, 3933.0
0.233000, 3888.0
0.234000, 3833.0
0.235000, 3943.0
0.236000, 3813.0
0.237000, 3920.0
0.238000, 3918.0
0.239000, 3865.0
0.240000, 3942.0
0.241000, 3760.0
0.242000, 3892.0
0.243000, 3937.0
0.244000, 3843.0
0.245000, 3951.0
0.246000, 3938.0
0.247000, 3944.0
0.248000, 3944.0
0.249000, 3950.0
0.250000, 3952.0
0.251000, 3949.0
0.252000, 3950.0
0.253000, 3955.0
0.254000, 3950.0
0.255000, 3948.0
0.256000, 3951.0
0.257000, 3951.0
0.258000, 3952.0
0.259000, 3946.0
0.260000, 3951.0
0.261000, 3951.0
0.262000, 3958.0
0.263000, 3956.0
0.264000, 3951.0
0.265000, 3942.0
0.266000, 3841.0
0.267000, 3497.0
0.268000, 3880.0
0.269000, 3509.0
0.270000, 3698.0
0.271000, 3825.0
0.272000, 3612.0
0.273000, 3926.0
0.274000, 3812.0
0.275000, 3799.0
0.276000, 3939.0
0.277000, 3897.0
0.278000, 3950.0
0.279000, 3951.0
0.280000, 3948.0
0.281000, 3936.0
0.282000, 3440.0
0.283000, 3713.0
0.284000, 3534.0
0.285000, 3496.0
0.286000, 3867.0
0.287000, 3488.0
0.288000, 3845.0
0.289000, 3806.0
0.290000, 3724.0
0.291000, 3943.0
0.292000, 3895.0
0.293000, 3935.0
0.294000, 3923.0
0.295000, 3499.0
0.296000, 3909.0
0.297000, 3634.0
0.298000, 3775.0
0.299000, 3935.0
0.300000, 3640.0
0.301000, 3890.0
0.302000, 3816.0
0.303000, 3822.0
0.304000, 3942.0
0.305000, 3925.0
0.306000, 3939.0
0.307000, 3944.0
0.308000, 3803.0
0.309000, 3768.0
0.310000, 3324.0
0.311000, 3661.0
0.312000, 3598.0
0.313000, 3484.0
0.314000, 3872.0
0.315000, 3452.0
0.316000, 3683.0
0.317000, 3762.0
0.318000, 3520.0
0.319000, 3912.0
0.320000, 3617.0
0.321000, 3736.0
0.322000, 3879.0
0.323000, 3569.0
0.324000, 3893.0
0.325000, 3599.0
0.326000, 3577.0
0.327000, 3932.0
0.328000, 3610.0
0.329000, 3866.0
0.330000, 3772.0
0.331000, 3692.0
0.332000, 3944.0
0.333000, 3868.0
0.334000, 3949.0
0.335000, 3944.0
0.336000, 3943.0
0.337000, 3940.0
0.338000, 3740.0
0.339000, 3912.0
0.340000, 3948.0
0.341000, 3946.0
0.342000, 3956.0
0.343000, 3947.0
0.344000, 3948.0
0.345000, 3949.0
0.346000, 3943.0
0.347000, 3942.0
0.348000, 3913.0
0.349000, 3830.0
0.350000, 3940.0
0.351000, 3790.0
0.352000, 3924.0
0.353000, 3924.0
0.354000, 3908.0
0.355000, 3946.0
0.356000, 3905.0
0.357000, 3916.0
0.358000, 3932.0
0.359000, 3828.0
0.360000, 3940.0
0.361000, 3809.0
0.362000, 3914.0
0.363000, 3947.0
0.364000, 3814.0
0.365000, 3938.0
0.366000, 3847.0
0.367000, 3831.0
0.368000, 3929.0
0.369000, 3698.0
0.370000, 3920.0
0.371000, 3774.0
0.372000, 3796.0
